,Effort,Strategy,Threshold,Listening_prob,AUCResult,AUCLow,AUCUpp,type,intervention cost,datacost,totalcost,costbenefit,mincost,maxcost
2161,20,Random 21,1,0.2,73.69178082,70.1369863,76.43835616,other,348,,348,0.211757991,0.201543064,0.219650449
2162,20,Random 21,1,0.8,87.44931507,86.94520548,87.76712329,other,348,,348,0.251291135,0.249842544,0.252204377
2163,20,Random 21,3,0.2,8.459589041,7.095890411,9.397260274,other,348,,348,0.024309164,0.02039049,0.027003621
2164,20,Random 21,3,0.8,11.97876712,11.4109589,12.30136986,other,348,,348,0.034421745,0.032790112,0.035348764
2281,30,Random 21,1,0.2,82.95753425,81.87671233,84.38356164,other,502,,502,0.165254052,0.163101021,0.168094744
2282,30,Random 21,1,0.8,91.7239726,91.2739726,91.95890411,other,502,,502,0.182717077,0.181820663,0.183185068
2283,30,Random 21,3,0.2,15.75136986,14.61643836,17.21917808,other,502,,502,0.031377231,0.029116411,0.034301152
2284,30,Random 21,3,0.8,19.09109589,18.87671233,19.20547945,other,502,,502,0.038030071,0.037603013,0.038257927
1925,2,Random 22,1,0.2,42.64726027,35.53424658,50.75342466,other,52,,52,0.820139621,0.683350896,0.976027397
1926,2,Random 22,1,0.8,72.55410959,71.50684932,73.20547945,other,52,,52,1.395271338,1.375131718,1.407797682
1927,2,Random 22,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1928,2,Random 22,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
2045,10,Random 22,1,0.2,68.16917808,64.30136986,72.19178082,other,146,,146,0.466912179,0.440420342,0.494464252
2046,10,Random 22,1,0.8,85.21780822,84.73972603,85.43835616,other,146,,146,0.583683618,0.580409082,0.58519422
2047,10,Random 22,3,0.2,5.065068493,4.369863014,5.945205479,other,146,,146,0.03469225,0.029930569,0.040720585
2048,10,Random 22,3,0.8,6.310958904,6.136986301,6.397260274,other,146,,146,0.043225746,0.042034153,0.043816851
2165,20,Random 22,1,0.2,77.41849315,75.68493151,80.79452055,other,348,,348,0.222466934,0.217485435,0.232168163
2166,20,Random 22,1,0.8,89.33013699,89.08219178,89.54794521,other,348,,348,0.256695796,0.25598331,0.257321682
2167,20,Random 22,3,0.2,7.017123288,6.780821918,7.260273973,other,348,,348,0.020164147,0.01948512,0.020862856
2168,20,Random 22,3,0.8,7.339726027,7.273972603,7.369863014,other,348,,348,0.021091167,0.02090222,0.021177767
2285,30,Random 22,1,0.2,79.93630137,77.38356164,82.01369863,other,502,,502,0.15923566,0.154150521,0.163373902
2286,30,Random 22,1,0.8,90.05753425,89.71232877,90.31506849,other,502,,502,0.179397479,0.178709818,0.179910495
2287,30,Random 22,3,0.2,14.26506849,12.69863014,15.63013699,other,502,,502,0.028416471,0.025296076,0.031135731
2288,30,Random 22,3,0.8,20.03767123,19.71232877,20.23287671,other,502,,502,0.03991568,0.039267587,0.040304535
1929,2,Random 23,1,0.2,31.57054795,10.71232877,47.35616438,other,52,,52,0.607125922,0.206006323,0.910695469
1930,2,Random 23,1,0.8,69.64794521,66.98630137,70.61643836,other,52,,52,1.339383562,1.288198103,1.35800843
1931,2,Random 23,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1932,2,Random 23,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
2049,10,Random 23,1,0.2,68.45136986,65.38356164,73.20547945,other,146,,146,0.468844999,0.447832614,0.501407393
2050,10,Random 23,1,0.8,85.36369863,84.39726027,85.84931507,other,146,,146,0.584682867,0.578063427,0.588009007
2051,10,Random 23,3,0.2,5.85890411,5.315068493,6.452054795,other,146,,146,0.04012948,0.036404579,0.044192156
2052,10,Random 23,3,0.8,7.233561644,7.136986301,7.273972603,other,146,,146,0.049544943,0.048883468,0.04982173
2169,20,Random 23,1,0.2,74.46438356,72.34246575,76.12328767,other,348,,348,0.213978114,0.207880649,0.21874508
2170,20,Random 23,1,0.8,88.11506849,87.79452055,88.43835616,other,348,,348,0.25320422,0.252283105,0.254133207
2171,20,Random 23,3,0.2,8.275342466,7.438356164,8.698630137,other,348,,348,0.02377972,0.021374587,0.024996064
2172,20,Random 23,3,0.8,9.01369863,8.931506849,9.054794521,other,348,,348,0.025901433,0.02566525,0.026019524
2289,30,Random 23,1,0.2,80.28561644,76.73972603,82.30136986,other,502,,502,0.159931507,0.15286798,0.163946952
2290,30,Random 23,1,0.8,90.9630137,90.67123288,91.26027397,other,502,,502,0.181201223,0.180619986,0.181793374
2291,30,Random 23,3,0.2,16.01986301,14.67123288,16.71232877,other,502,,502,0.031912078,0.029225564,0.033291492
2292,30,Random 23,3,0.8,18.77671233,18.36986301,18.91780822,other,502,,502,0.037403809,0.036593353,0.037684877
1933,2,Random 24,1,0.2,33.24657534,19.64383562,45.68493151,other,52,,52,0.639357218,0.37776607,0.878556375
1934,2,Random 24,1,0.8,67.09863014,65.95890411,67.82191781,other,52,,52,1.290358272,1.268440464,1.30426765
1935,2,Random 24,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1936,2,Random 24,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
2053,10,Random 24,1,0.2,69.78561644,65.49315068,73.67123288,other,146,,146,0.477983674,0.448583224,0.504597485
2054,10,Random 24,1,0.8,85.69726027,84.76712329,86.06849315,other,146,,146,0.586967536,0.580596735,0.589510227
2055,10,Random 24,3,0.2,3.214383562,3.02739726,3.287671233,other,146,,146,0.022016326,0.020735598,0.022518296
2056,10,Random 24,3,0.8,3.284246575,3.273972603,3.287671233,other,146,,146,0.02249484,0.02242447,0.022518296
2173,20,Random 24,1,0.2,76.70068493,73.89041096,79.36986301,other,348,,348,0.220404267,0.212328767,0.228074319
2174,20,Random 24,1,0.8,89.32671233,88.5890411,89.75342466,other,348,,348,0.256685955,0.25456621,0.25791214
2175,20,Random 24,3,0.2,6.492465753,6.219178082,6.794520548,other,348,,348,0.018656511,0.017871201,0.019524484
2176,20,Random 24,3,0.8,6.821232877,6.794520548,6.835616438,other,348,,348,0.019601244,0.019524484,0.019642576
2293,30,Random 24,1,0.2,83.29931507,81.75342466,84.56164384,other,502,,502,0.165934891,0.162855428,0.16844949
2294,30,Random 24,1,0.8,91.25890411,91.08219178,91.42465753,other,502,,502,0.181790646,0.181438629,0.182120832
2295,30,Random 24,3,0.2,12.70410959,12.24657534,13.32876712,other,502,,502,0.025306991,0.024395568,0.026551329
2296,30,Random 24,3,0.8,14.20479452,14.05479452,14.28767123,other,502,,502,0.028296403,0.027997599,0.028461496
1937,2,Random 25,1,0.2,38.73150685,28.80821918,47.17808219,other,52,,52,0.74483667,0.554004215,0.907270811
1938,2,Random 25,1,0.8,71.78835616,70.49315068,72.67123288,other,52,,52,1.380545311,1.355637513,1.397523709
1939,2,Random 25,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1940,2,Random 25,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
2057,10,Random 25,1,0.2,65.30616438,61.93150685,68.98630137,other,146,,146,0.447302496,0.424188403,0.472508913
2058,10,Random 25,1,0.8,82.25753425,81.78082192,82.67123288,other,146,,146,0.563407769,0.560142616,0.566241321
2059,10,Random 25,3,0.2,3.39109589,3.123287671,3.520547945,other,146,,146,0.023226684,0.021392381,0.024113342
2060,10,Random 25,3,0.8,3.552739726,3.534246575,3.561643836,other,146,,146,0.024333834,0.024207168,0.024394821
2177,20,Random 25,1,0.2,76.9109589,74.64383562,80.53424658,other,348,,348,0.221008503,0.214493781,0.231420249
2178,20,Random 25,1,0.8,89.2239726,89,89.43835616,other,348,,348,0.256390726,0.255747126,0.257006771
2179,20,Random 25,3,0.2,6.946575342,5.876712329,8.273972603,other,348,,348,0.019961423,0.016887104,0.023775783
2180,20,Random 25,3,0.8,9.615753425,9,9.890410959,other,348,,348,0.027631475,0.025862069,0.028420721
2297,30,Random 25,1,0.2,82.33835616,80.43835616,83.50684932,other,502,,502,0.16402063,0.160235769,0.166348305
2298,30,Random 25,1,0.8,91.24794521,91.05479452,91.39726027,other,502,,502,0.181768815,0.181384053,0.182066256
2299,30,Random 25,3,0.2,13.89931507,11.64383562,16.17808219,other,502,,502,0.027687879,0.023194892,0.032227255
2300,30,Random 25,3,0.8,17.90547945,17.53424658,18.12328767,other,502,,502,0.035668286,0.034928778,0.036102167
1941,2,Random 26,1,0.2,52.63493151,44.05479452,61.56164384,other,52,,52,1.012210221,0.847207587,1.183877766
1942,2,Random 26,1,0.8,76.82191781,75.21917808,77.65753425,other,52,,52,1.477344573,1.446522655,1.49341412
1943,2,Random 26,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1944,2,Random 26,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
2061,10,Random 26,1,0.2,66.70479452,63.08219178,71.7260274,other,146,,146,0.456882154,0.432069807,0.49127416
2062,10,Random 26,1,0.8,84.44315068,83.87671233,84.7260274,other,146,,146,0.578377744,0.57449803,0.580315256
2063,10,Random 26,3,0.2,3.167123288,2.835616438,3.273972603,other,146,,146,0.021692625,0.01942203,0.02242447
2064,10,Random 26,3,0.8,3.271917808,3.246575342,3.273972603,other,146,,146,0.022410396,0.022236817,0.02242447
2181,20,Random 26,1,0.2,74.51643836,70.21917808,77.54794521,other,348,,348,0.214127696,0.201779247,0.222838923
2182,20,Random 26,1,0.8,88.20684932,87.73972603,88.5890411,other,348,,348,0.253467958,0.25212565,0.25456621
2183,20,Random 26,3,0.2,5.479452055,5.479452055,5.479452055,other,348,,348,0.015745552,0.015745552,0.015745552
2184,20,Random 26,3,0.8,5.479452055,5.479452055,5.479452055,other,348,,348,0.015745552,0.015745552,0.015745552
2301,30,Random 26,1,0.2,80.49041096,78.31506849,82.90410959,other,502,,502,0.160339464,0.156006113,0.165147629
2302,30,Random 26,1,0.8,90.35753425,90.10958904,90.60273973,other,502,,502,0.179995088,0.179501173,0.180483545
2303,30,Random 26,3,0.2,15.9760274,13.7260274,18.08219178,other,502,,502,0.031824756,0.027342684,0.036020302
2304,30,Random 26,3,0.8,21.21780822,20.93150685,21.4109589,other,502,,502,0.04226655,0.041696229,0.042651313
1945,2,Random 27,1,0.2,29.0739726,15.23287671,36.50684932,other,52,,52,0.559114858,0.292939937,0.702054795
1946,2,Random 27,1,0.8,66.10958904,62.46575342,67.45205479,other,52,,52,1.271338251,1.201264489,1.2971549
1947,2,Random 27,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1948,2,Random 27,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
2065,10,Random 27,1,0.2,69.10821918,66.15068493,71.42465753,other,146,,146,0.473343967,0.453086883,0.489209983
2066,10,Random 27,1,0.8,84.65205479,84.04109589,84.95890411,other,146,,146,0.579808594,0.575623944,0.581910302
2067,10,Random 27,3,0.2,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
2068,10,Random 27,3,0.8,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
2305,30,Random 27,1,0.2,77.1109589,73.56164384,78.95890411,other,502,,502,0.153607488,0.146537139,0.157288654
2186,20,Random 27,1,0.8,89.04041096,88.79452055,89.26027397,other,348,,348,0.25586325,0.255156668,0.25649504
2187,20,Random 27,3,0.2,10.64657534,9.164383562,11.35616438,other,348,,348,0.030593607,0.026334436,0.032632656
2188,20,Random 27,3,0.8,12.18013699,12.08219178,12.28767123,other,348,,348,0.035000394,0.034718942,0.0353094
2185,20,Random 27,1,0.2,77.35890411,75.49315068,78.61643836,other,348,,348,0.222295701,0.216934341,0.225909306
2306,30,Random 27,1,0.8,88.83082192,88.56164384,89.10958904,other,502,,502,0.176953829,0.176417617,0.177509142
2307,30,Random 27,3,0.2,15.31027397,13.39726027,16.91780822,other,502,,502,0.030498554,0.026687769,0.033700813
2308,30,Random 27,3,0.8,18.91506849,18.49315068,19.02739726,other,502,,502,0.037679419,0.036838946,0.037903182
1949,2,Random 28,1,0.2,41.31986301,26.02739726,49.1369863,other,52,,52,0.79461275,0.50052687,0.944942044
1950,2,Random 28,1,0.8,71.00890411,70.60273973,71.60273973,other,52,,52,1.365555848,1.357744995,1.376975764
1951,2,Random 28,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1952,2,Random 28,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
2069,10,Random 28,1,0.2,65.6369863,63.53424658,68.79452055,other,146,,146,0.449568399,0.435166072,0.471195346
2070,10,Random 28,1,0.8,83.83082192,83.32876712,84.24657534,other,146,,146,0.574183712,0.57074498,0.577031338
2071,10,Random 28,3,0.2,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
2072,10,Random 28,3,0.8,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
2189,20,Random 28,1,0.2,76.43767123,73.94520548,78.94520548,other,348,,348,0.219648481,0.212486223,0.226854039
2190,20,Random 28,1,0.8,88.1869863,88.04109589,88.38356164,other,348,,348,0.25341088,0.252991655,0.253975752
2191,20,Random 28,3,0.2,9.267123288,7.452054795,10.76712329,other,348,,348,0.026629665,0.021413951,0.030940009
2192,20,Random 28,3,0.8,11.36369863,11.26027397,11.46575342,other,348,,348,0.032654306,0.032357109,0.032947567
2309,30,Random 28,1,0.2,82.86780822,81.32876712,84.06849315,other,502,,502,0.165075315,0.162009496,0.167467118
2310,30,Random 28,1,0.8,91.55479452,91.21917808,91.78082192,other,502,,502,0.182380069,0.18171151,0.182830323
2311,30,Random 28,3,0.2,14.20205479,12.79452055,15.49315068,other,502,,502,0.028290946,0.025487093,0.03086285
2312,30,Random 28,3,0.8,17.19041096,17.01369863,17.34246575,other,502,,502,0.034243847,0.03389183,0.034546745
1953,2,Random 29,1,0.2,46.31232877,33.53424658,53.47945205,other,52,,52,0.890621707,0.644889357,1.028451001
1954,2,Random 29,1,0.8,72.64520548,72.2739726,73.15068493,other,52,,52,1.397023182,1.389884088,1.406743941
1955,2,Random 29,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1956,2,Random 29,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
2073,10,Random 29,1,0.2,70.38630137,66.19178082,72.75342466,other,146,,146,0.482097955,0.453368362,0.498311128
2074,10,Random 29,1,0.8,84.74931507,83.69863014,85.15068493,other,146,,146,0.580474761,0.573278289,0.583223869
2075,10,Random 29,3,0.2,6.178082192,4.876712329,6.863013699,other,146,,146,0.042315631,0.033402139,0.047006943
2076,10,Random 29,3,0.8,7.476027397,7.219178082,7.547945205,other,146,,146,0.051205667,0.049446425,0.051698255
2193,20,Random 29,1,0.2,75.86986301,73.4109589,78.32876712,other,348,,348,0.218016848,0.210951031,0.225082664
2194,20,Random 29,1,0.8,87.71712329,87.20547945,87.94520548,other,348,,348,0.252060699,0.250590458,0.252716108
2195,20,Random 29,3,0.2,8.432191781,7.643835616,8.931506849,other,348,,348,0.024230436,0.021965045,0.02566525
2196,20,Random 29,3,0.8,9.342465753,9.164383562,9.397260274,other,348,,348,0.026846166,0.026334436,0.027003621
2313,30,Random 29,1,0.2,81.56438356,79.43835616,83.78082192,other,502,,502,0.162478852,0.158243737,0.166894068
2314,30,Random 29,1,0.8,91.13972603,90.90410959,91.36986301,other,502,,502,0.181553239,0.181083884,0.182011679
2315,30,Random 29,3,0.2,15.05479452,13.94520548,16.24657534,other,502,,502,0.029989631,0.027779294,0.032363696
2316,30,Random 29,3,0.8,18.34863014,18.10958904,18.53424658,other,502,,502,0.036551056,0.036074879,0.03692081
1849,2,Random 3,1,0.2,42.60068493,31.30136986,53.7260274,other,52,,52,0.819243941,0.60194942,1.033192835
1850,2,Random 3,1,0.8,72.22260274,70.16438356,73.1369863,other,52,,52,1.388896207,1.349315068,1.406480506
1851,2,Random 3,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1852,2,Random 3,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1969,10,Random 3,1,0.2,64.15958904,58.04109589,72.31506849,other,146,,146,0.43944924,0.397541753,0.495308688
1970,10,Random 3,1,0.8,83.06027397,82.63013699,83.52054795,other,146,,146,0.568905986,0.565959842,0.572058548
1971,10,Random 3,3,0.2,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
1972,10,Random 3,3,0.8,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
2089,20,Random 3,1,0.2,77.25753425,74.47945205,79.63013699,other,348,,348,0.222004409,0.214021414,0.228822233
2090,20,Random 3,1,0.8,89.02123288,88.69863014,89.36986301,other,348,,348,0.25580814,0.254881121,0.256809951
2091,20,Random 3,3,0.2,5.921917808,5.698630137,6.02739726,other,348,,348,0.017017005,0.016375374,0.017320107
2092,20,Random 3,3,0.8,6.021917808,6,6.02739726,other,348,,348,0.017304362,0.017241379,0.017320107
2209,30,Random 3,1,0.2,80.50068493,78.08219178,83.36986301,other,502,,502,0.16035993,0.155542215,0.166075424
2210,30,Random 3,1,0.8,90.18424658,89.67123288,90.43835616,other,502,,502,0.179649894,0.178627954,0.180156088
2211,30,Random 3,3,0.2,12.94589041,10.67123288,14.24657534,other,502,,502,0.025788626,0.021257436,0.028379632
2212,30,Random 3,3,0.8,17.28835616,16.7260274,17.67123288,other,502,,502,0.034438956,0.03331878,0.035201659
1957,2,Random 30,1,0.2,46.70547945,36.90410959,57.65753425,other,52,,52,0.898182297,0.709694415,1.108798736
1958,2,Random 30,1,0.8,75.06438356,72.90410959,76.01369863,other,52,,52,1.443545838,1.402002108,1.461801897
1959,2,Random 30,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1960,2,Random 30,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
2077,10,Random 30,1,0.2,67.60958904,62.91780822,72.20547945,other,146,,146,0.463079377,0.430943892,0.494558078
2078,10,Random 30,1,0.8,84.29383562,83.53424658,84.90410959,other,146,,146,0.577355038,0.572152374,0.581534997
2079,10,Random 30,3,0.2,3.882191781,2.890410959,4.397260274,other,146,,146,0.026590355,0.019797335,0.030118221
2080,10,Random 30,3,0.8,4.435616438,4.164383562,4.493150685,other,146,,146,0.030380935,0.028523175,0.030775005
2197,20,Random 30,1,0.2,77.54383562,74.91780822,80.4109589,other,348,,348,0.222827114,0.215281058,0.231065974
2198,20,Random 30,1,0.8,88.95821918,88.57534247,89.24657534,other,348,,348,0.255627067,0.254526846,0.256455676
2199,20,Random 30,3,0.2,6.708219178,5.97260274,7.342465753,other,348,,348,0.019276492,0.017162652,0.02109904
2200,20,Random 30,3,0.8,7.45,7.301369863,7.493150685,other,348,,348,0.021408046,0.020980948,0.021532042
2317,30,Random 30,1,0.2,80.05205479,78,82.19178082,other,502,,502,0.159466245,0.155378486,0.163728647
2318,30,Random 30,1,0.8,90.49178082,90.16438356,90.68493151,other,502,,502,0.180262512,0.179610326,0.180647274
2319,30,Random 30,3,0.2,12.66164384,11.45205479,13.38356164,other,502,,502,0.025222398,0.022812858,0.026660481
2320,30,Random 30,3,0.8,14.17876712,13.95890411,14.2739726,other,502,,502,0.028244556,0.027806582,0.028434208
1853,2,Random 4,1,0.2,23.98219178,16.80821918,35.45205479,other,52,,52,0.461195996,0.323234984,0.681770284
1854,2,Random 4,1,0.8,62.36575342,60.21917808,63.46575342,other,52,,52,1.199341412,1.158061117,1.220495258
1855,2,Random 4,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1856,2,Random 4,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1973,10,Random 4,1,0.2,69.77739726,66.60273973,73.57534247,other,146,,146,0.477927378,0.456183149,0.503940702
1974,10,Random 4,1,0.8,85.71164384,85.36986301,86.06849315,other,146,,146,0.587066054,0.584725089,0.589510227
1975,10,Random 4,3,0.2,2.943835616,2.767123288,3.01369863,other,146,,146,0.020163258,0.018952899,0.020641771
1976,10,Random 4,3,0.8,3.010958904,2.97260274,3.01369863,other,146,,146,0.020623006,0.020360293,0.020641771
2093,20,Random 4,1,0.2,74.86712329,71.64383562,78.28767123,other,348,,348,0.215135412,0.205873091,0.224964573
2094,20,Random 4,1,0.8,88.52534247,87.84931507,88.78082192,other,348,,348,0.254383168,0.252440561,0.255117304
2095,20,Random 4,3,0.2,5.721232877,5.575342466,5.753424658,other,348,,348,0.016440324,0.016021099,0.016532829
2096,20,Random 4,3,0.8,5.753424658,5.753424658,5.753424658,other,348,,348,0.016532829,0.016532829,0.016532829
2213,30,Random 4,1,0.2,81.86164384,80.34246575,83.42465753,other,502,,502,0.163071004,0.160044752,0.166184577
2214,30,Random 4,1,0.8,91.31438356,91.08219178,91.50684932,other,502,,502,0.181901162,0.181438629,0.18228456
2215,30,Random 4,3,0.2,16.26986301,13.87671233,17.67123288,other,502,,502,0.032410086,0.027642853,0.035201659
2216,30,Random 4,3,0.8,25.24794521,24.15068493,25.79452055,other,502,,502,0.050294712,0.048108934,0.051383507
1857,2,Random 5,1,0.2,36.05205479,17.8630137,49.45205479,other,52,,52,0.693308746,0.343519494,0.951001054
1858,2,Random 5,1,0.8,69.02054795,68.43835616,69.36986301,other,52,,52,1.32731823,1.316122234,1.334035827
1859,2,Random 5,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1860,2,Random 5,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1977,10,Random 5,1,0.2,63.83972603,54.76712329,70.16438356,other,146,,146,0.437258397,0.375117283,0.48057797
1978,10,Random 5,1,0.8,83.40958904,82.31506849,83.98630137,other,146,,146,0.571298555,0.563801839,0.57524864
1979,10,Random 5,3,0.2,2.946575342,2.835616438,3.01369863,other,146,,146,0.020182023,0.01942203,0.020641771
1980,10,Random 5,3,0.8,3.007534247,2.98630137,3.01369863,other,146,,146,0.02059955,0.020454119,0.020641771
2097,20,Random 5,1,0.2,78.00958904,76.36986301,79.97260274,other,348,,348,0.224165486,0.219453629,0.22980633
2098,20,Random 5,1,0.8,89.71986301,89.24657534,90.02739726,other,348,,348,0.257815698,0.256455676,0.258699417
2099,20,Random 5,3,0.2,7.22739726,6.917808219,7.520547945,other,348,,348,0.020768383,0.019878759,0.02161077
2100,20,Random 5,3,0.8,7.571232877,7.547945205,7.575342466,other,348,,348,0.021756416,0.021689498,0.021768225
2217,30,Random 5,1,0.2,80.63150685,78.19178082,82.65753425,other,502,,502,0.160620532,0.15576052,0.164656443
2218,30,Random 5,1,0.8,90.59863014,90.15068493,90.95890411,other,502,,502,0.180475359,0.179583038,0.181193036
2219,30,Random 5,3,0.2,11.56369863,10.8630137,12.05479452,other,502,,502,0.023035256,0.02163947,0.024013535
2220,30,Random 5,3,0.8,12.36027397,12.30136986,12.39726027,other,502,,502,0.02462206,0.024504721,0.024695738
1861,2,Random 6,1,0.2,16.76780822,1.02739726,31.19178082,other,52,,52,0.32245785,0.01975764,0.599841939
1862,2,Random 6,1,0.8,57.3130137,52.83561644,58.65753425,other,52,,52,1.10217334,1.016069547,1.128029505
1863,2,Random 6,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1864,2,Random 6,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1981,10,Random 6,1,0.2,62.26369863,56.68493151,66.98630137,other,146,,146,0.426463689,0.388252956,0.458810283
1982,10,Random 6,1,0.8,82.2239726,81.73972603,82.60273973,other,146,,146,0.563177895,0.559861137,0.56577219
1983,10,Random 6,3,0.2,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
1984,10,Random 6,3,0.8,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
2101,20,Random 6,1,0.2,76.20890411,74.47945205,77.24657534,other,348,,348,0.218991104,0.214021414,0.221972918
2102,20,Random 6,1,0.8,88.14863014,87.79452055,88.38356164,other,348,,348,0.253300661,0.252283105,0.253975752
2103,20,Random 6,3,0.2,9.621917808,8.315068493,10.69863014,other,348,,348,0.027649189,0.023893875,0.03074319
2104,20,Random 6,3,0.8,11.8630137,11.52054795,12.01369863,other,348,,348,0.03408912,0.033105023,0.034522123
2221,30,Random 6,1,0.2,79.80205479,77.4109589,81.47945205,other,502,,502,0.158968237,0.154205097,0.162309665
2222,30,Random 6,1,0.8,89.58219178,89.2739726,89.7260274,other,502,,502,0.178450581,0.177836599,0.178737106
2223,30,Random 6,3,0.2,17.38219178,15.01369863,18.91780822,other,502,,502,0.03462588,0.029907766,0.037684877
2224,30,Random 6,3,0.8,24.14452055,23.56164384,24.46575342,other,502,,502,0.048096654,0.046935545,0.048736561
1865,2,Random 7,1,0.2,43.11164384,33.02739726,54.06849315,other,52,,52,0.829070074,0.635142255,1.039778714
1866,2,Random 7,1,0.8,72.09383562,70.49315068,73.04109589,other,52,,52,1.386419916,1.355637513,1.404636459
1867,2,Random 7,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1868,2,Random 7,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1985,10,Random 7,1,0.2,71.09520548,68.38356164,75.02739726,other,146,,146,0.486953462,0.468380559,0.513886283
1986,10,Random 7,1,0.8,85.44726027,85.15068493,85.68493151,other,146,,146,0.585255207,0.583223869,0.586883093
1987,10,Random 7,3,0.2,3.176027397,3.01369863,3.260273973,other,146,,146,0.021753612,0.020641771,0.022330644
1988,10,Random 7,3,0.8,3.27260274,3.260273973,3.273972603,other,146,,146,0.022415087,0.022330644,0.02242447
2105,20,Random 7,1,0.2,73.32945205,70.02739726,76.08219178,other,348,,348,0.210716816,0.201228153,0.218626988
2106,20,Random 7,1,0.8,86.83493151,86.17808219,87.17808219,other,348,,348,0.249525665,0.247638167,0.25051173
2107,20,Random 7,3,0.2,8.736986301,7.643835616,10.54794521,other,348,,348,0.025106282,0.021965045,0.030310187
2108,20,Random 7,3,0.8,13.80958904,13.01369863,14.10958904,other,348,,348,0.039682727,0.037395686,0.040544796
2225,30,Random 7,1,0.2,81.05,79.28767123,83.19178082,other,502,,502,0.161454183,0.157943568,0.165720679
2226,30,Random 7,1,0.8,90.58493151,90.4109589,90.73972603,other,502,,502,0.180448071,0.180101512,0.180756426
2227,30,Random 7,3,0.2,18.98767123,16.16438356,22.65753425,other,502,,502,0.037824046,0.032199967,0.04513453
2228,30,Random 7,3,0.8,31.86849315,30.2739726,32.75342466,other,502,,502,0.063483054,0.060306718,0.065245866
1869,2,Random 8,1,0.2,36.05,25.10958904,47.28767123,other,52,,52,0.693269231,0.482876712,0.909378293
1870,2,Random 8,1,0.8,72.3630137,70.34246575,73.2739726,other,52,,52,1.391596417,1.352739726,1.409114858
1871,2,Random 8,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
1872,2,Random 8,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
